      FEBRE_P25 = 1.0
      FEBRE_P50 = 1.0
      FEBRE_P75 = 1.0
      FEBRE_P80 = 1.0
      FEBRE_P90 = 2.0
    MIALGIA_P25 = 1.0
    MIALGIA_P50 = 1.0
    MIALGIA_P75 = 1.0
    MIALGIA_P80 = 2.0
    MIALGIA_P90 = 2.0
   CEFALEIA_P25 = 1.0
   CEFALEIA_P50 = 1.0
   CEFALEIA_P75 = 1.0
   CEFALEIA_P80 = 2.0
   CEFALEIA_P90 = 2.0
   EXANTEMA_P25 = 2.0
   EXANTEMA_P50 = 2.0
   EXANTEMA_P75 = 2.0
   EXANTEMA_P80 = 2.0
   EXANTEMA_P90 = 2.0
     VOMITO_P25 = 1.0
     VOMITO_P50 = 2.0
     VOMITO_P75 = 2.0
     VOMITO_P80 = 2.0
     VOMITO_P90 = 2.0
     NAUSEA_P25 = 1.0
     NAUSEA_P50 = 2.0
     NAUSEA_P75 = 2.0
     NAUSEA_P80 = 2.0
     NAUSEA_P90 = 2.0
 DOR_COSTAS_P25 = 2.0
 DOR_COSTAS_P50 = 2.0
 DOR_COSTAS_P75 = 2.0
 DOR_COSTAS_P80 = 2.0
 DOR_COSTAS_P90 = 2.0
CONJUNTIVIT_P25 = 2.0
CONJUNTIVIT_P50 = 2.0
CONJUNTIVIT_P75 = 2.0
CONJUNTIVIT_P80 = 2.0
CONJUNTIVIT_P90 = 2.0
    ARTRITE_P25 = 2.0
    ARTRITE_P50 = 2.0
    ARTRITE_P75 = 2.0
    ARTRITE_P80 = 2.0
    ARTRITE_P90 = 2.0
  ARTRALGIA_P25 = 2.0
  ARTRALGIA_P50 = 2.0
  ARTRALGIA_P75 = 2.0
  ARTRALGIA_P80 = 2.0
  ARTRALGIA_P90 = 2.0
 PETEQUIA_N_P25 = 2.0
 PETEQUIA_N_P50 = 2.0
 PETEQUIA_N_P75 = 2.0
 PETEQUIA_N_P80 = 2.0
 PETEQUIA_N_P90 = 2.0
 LEUCOPENIA_P25 = 2.0
 LEUCOPENIA_P50 = 2.0
 LEUCOPENIA_P75 = 2.0
 LEUCOPENIA_P80 = 2.0
 LEUCOPENIA_P90 = 2.0
       LACO_P25 = 2.0
       LACO_P50 = 2.0
       LACO_P75 = 2.0
       LACO_P80 = 2.0
       LACO_P90 = 2.0
  DOR_RETRO_P25 = 1.0
  DOR_RETRO_P50 = 2.0
  DOR_RETRO_P75 = 2.0
  DOR_RETRO_P80 = 2.0
  DOR_RETRO_P90 = 2.0
   DIABETES_P25 = 2.0
   DIABETES_P50 = 2.0
   DIABETES_P75 = 2.0
   DIABETES_P80 = 2.0
   DIABETES_P90 = 2.0
  HEMATOLOG_P25 = 2.0
  HEMATOLOG_P50 = 2.0
  HEMATOLOG_P75 = 2.0
  HEMATOLOG_P80 = 2.0
  HEMATOLOG_P90 = 2.0
  HEPATOPAT_P25 = 2.0
  HEPATOPAT_P50 = 2.0
  HEPATOPAT_P75 = 2.0
  HEPATOPAT_P80 = 2.0
  HEPATOPAT_P90 = 2.0
      RENAL_P25 = 2.0
      RENAL_P50 = 2.0
      RENAL_P75 = 2.0
      RENAL_P80 = 2.0
      RENAL_P90 = 2.0
 HIPERTENSA_P25 = 2.0
 HIPERTENSA_P50 = 2.0
 HIPERTENSA_P75 = 2.0
 HIPERTENSA_P80 = 2.0
 HIPERTENSA_P90 = 2.0
 ACIDO_PEPT_P25 = 2.0
 ACIDO_PEPT_P50 = 2.0
 ACIDO_PEPT_P75 = 2.0
 ACIDO_PEPT_P80 = 2.0
 ACIDO_PEPT_P90 = 2.0
 AUTO_IMUNE_P25 = 2.0
 AUTO_IMUNE_P50 = 2.0
 AUTO_IMUNE_P75 = 2.0
 AUTO_IMUNE_P80 = 2.0
 AUTO_IMUNE_P90 = 2.0
